Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	EC number
P23634	reviewed	AT2B4_HUMAN	Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4)	ATP2B4 ATP2B2 MXRA1	Homo sapiens (Human)	1241	ATP2B4	7.2.2.10
P23677	reviewed	IP3KA_HUMAN	Inositol-trisphosphate 3-kinase A (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase A) (IP3 3-kinase A) (IP3K A) (InsP 3-kinase A)	ITPKA	Homo sapiens (Human)	461	ITPKA	2.7.1.127
P23743	reviewed	DGKA_HUMAN	Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (EC 2.7.1.93) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha)	DGKA DAGK DAGK1	Homo sapiens (Human)	735	DGKA	2.7.1.107; 2.7.1.93
P23786	reviewed	CPT2_HUMAN	Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)	CPT2 CPT1	Homo sapiens (Human)	658	CPT2	2.3.1.21
P23919	reviewed	KTHY_HUMAN	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	DTYMK CDC8 TMPK TYMK	Homo sapiens (Human)	212	DTYMK	2.7.4.9
P23921	reviewed	RIR1_HUMAN	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)	RRM1 RR1	Homo sapiens (Human)	792	RRM1	1.17.4.1
P23946	reviewed	CMA1_HUMAN	Chymase (EC 3.4.21.39) (Alpha-chymase) (Mast cell protease I)	CMA1 CYH CYM	Homo sapiens (Human)	247	CMA1	3.4.21.39
P24158	reviewed	PRTN3_HUMAN	Myeloblastin (EC 3.4.21.76) (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3) (PR-3) (PR3) (Neutrophil proteinase 4) (NP-4) (P29) (Wegener autoantigen)	PRTN3 MBN	Homo sapiens (Human)	256	PRTN3	3.4.21.76
P24298	reviewed	ALAT1_HUMAN	Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1)	GPT AAT1 GPT1	Homo sapiens (Human)	496	GPT	2.6.1.2
P24347	reviewed	MMP11_HUMAN	Stromelysin-3 (SL-3) (ST3) (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11)	MMP11 STMY3	Homo sapiens (Human)	488	MMP11	3.4.24.-
P24462	reviewed	CP3A7_HUMAN	Cytochrome P450 3A7 (EC 1.14.14.1) (CYPIIIA7) (Cytochrome P450-HFLA) (P450HLp2)	CYP3A7	Homo sapiens (Human)	503	CYP3A7	1.14.14.1
P24557	reviewed	THAS_HUMAN	Thromboxane-A synthase (TXA synthase) (TXS) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	TBXAS1 CYP5 CYP5A1 TXAS	Homo sapiens (Human)	533	TBXAS1	4.2.1.152; 5.3.99.5
P24666	reviewed	PPAC_HUMAN	Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Adipocyte acid phosphatase) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2) (Red cell acid phosphatase 1)	ACP1	Homo sapiens (Human)	158	ACP1	3.1.3.2; 3.1.3.48
P24723	reviewed	KPCL_HUMAN	Protein kinase C eta type (EC 2.7.11.13) (PKC-L) (nPKC-eta)	PRKCH PKCL PRKCL	Homo sapiens (Human)	683	PRKCH	2.7.11.13
P24752	reviewed	THIL_HUMAN	Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (T2)	ACAT1 ACAT MAT	Homo sapiens (Human)	427	ACAT1	2.3.1.9
P24855	reviewed	DNAS1_HUMAN	Deoxyribonuclease-1 (EC 3.1.21.1) (Deoxyribonuclease I) (DNase I) (Dornase alfa)	DNASE1 DNL1 DRNI	Homo sapiens (Human)	282	DNASE1	3.1.21.1
P24903	reviewed	CP2F1_HUMAN	Cytochrome P450 2F1 (EC 1.14.14.1) (CYPIIF1)	CYP2F1	Homo sapiens (Human)	491	CYP2F1	1.14.14.1
P24928	reviewed	RPB1_HUMAN	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (3'-5' exoribonuclease) (EC 3.1.13.-) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48)	POLR2A POLR2	Homo sapiens (Human)	1970	POLR2A	2.7.7.48; 2.7.7.6; 3.1.13.-
P24941	reviewed	CDK2_HUMAN	Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase)	CDK2 CDKN2	Homo sapiens (Human)	298	CDK2	2.7.11.22
P25092	reviewed	GUC2C_HUMAN	Guanylyl cyclase C (GC-C) (EC 4.6.1.2) (Heat-stable enterotoxin receptor) (STA receptor) (hSTAR) (Intestinal guanylate cyclase)	GUCY2C GUC2C STAR	Homo sapiens (Human)	1073	GUCY2C	4.6.1.2
P25098	reviewed	ARBK1_HUMAN	Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2)	GRK2 ADRBK1 BARK BARK1	Homo sapiens (Human)	689	GRK2	2.7.11.15
P25205	reviewed	MCM3_HUMAN	DNA replication licensing factor MCM3 (EC 3.6.4.12) (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3) (RLF subunit beta) (p102)	MCM3	Homo sapiens (Human)	808	MCM3	3.6.4.12
P25325	reviewed	THTM_HUMAN	3-mercaptopyruvate sulfurtransferase (MST) (EC 2.8.1.2)	MPST TST2	Homo sapiens (Human)	297	MPST	2.8.1.2
P25774	reviewed	CATS_HUMAN	Cathepsin S (EC 3.4.22.27)	CTSS	Homo sapiens (Human)	331	CTSS	3.4.22.27
P26045	reviewed	PTN3_HUMAN	Tyrosine-protein phosphatase non-receptor type 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase H1) (PTP-H1)	PTPN3 PTPH1	Homo sapiens (Human)	913	PTPN3	3.1.3.48
P26196	reviewed	DDX6_HUMAN	Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)	DDX6 HLR2 RCK	Homo sapiens (Human)	483	DDX6	3.6.4.13
P26358	reviewed	DNMT1_HUMAN	DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT)	DNMT1 AIM CXXC9 DNMT	Homo sapiens (Human)	1616	DNMT1	2.1.1.37
P26439	reviewed	3BHS2_HUMAN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type II) (3-beta-HSD II) (3-beta-HSD adrenal and gonadal type) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]	HSD3B2 HSDB3B	Homo sapiens (Human)	372	HSD3B2	1.1.1.145; 5.3.3.1
P26440	reviewed	IVD_HUMAN	Isovaleryl-CoA dehydrogenase, mitochondrial (IVD) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase) (EC 1.3.8.1)	IVD	Homo sapiens (Human)	426	IVD	1.3.8.1; 1.3.8.4
P26572	reviewed	MGAT1_HUMAN	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)	MGAT1 GGNT1 GLCT1 GLYT1 MGAT	Homo sapiens (Human)	445	MGAT1	2.4.1.101
P26639	reviewed	SYTC_HUMAN	Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)	TARS1 TARS	Homo sapiens (Human)	723	TARS1	6.1.1.3
P26640	reviewed	SYVC_HUMAN	Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS)	VARS1 G7A VARS VARS2	Homo sapiens (Human)	1264	VARS1	6.1.1.9
P26885	reviewed	FKBP2_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase)	FKBP2 FKBP13	Homo sapiens (Human)	142	FKBP2	5.2.1.8
P27037	reviewed	AVR2A_HUMAN	Activin receptor type-2A (EC 2.7.11.30) (Activin receptor type IIA) (ACTR-IIA) (ACTRIIA)	ACVR2A ACVR2	Homo sapiens (Human)	513	ACVR2A	2.7.11.30
P27144	reviewed	KAD4_HUMAN	Adenylate kinase 4, mitochondrial (EC 2.7.4.4) (EC 2.7.4.6) (Adenylate kinase 3-like) (GTP:AMP phosphotransferase AK4)	AK4 AK3 AK3L1	Homo sapiens (Human)	223	AK4	2.7.4.4; 2.7.4.6
P27169	reviewed	PON1_HUMAN	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)	PON1 PON	Homo sapiens (Human)	355	PON1	3.1.1.2; 3.1.1.81; 3.1.8.1
P27338	reviewed	AOFB_HUMAN	Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	MAOB	Homo sapiens (Human)	520	MAOB	1.4.3.21; 1.4.3.4
P27361	reviewed	MK03_HUMAN	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	MAPK3 ERK1 PRKM3	Homo sapiens (Human)	379	MAPK3	2.7.11.24
P27448	reviewed	MARK3_HUMAN	MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (C-TAK1) (cTAK1) (Cdc25C-associated protein kinase 1) (ELKL motif kinase 2) (EMK-2) (Protein kinase STK10) (Ser/Thr protein kinase PAR-1) (Par-1a) (Serine/threonine-protein kinase p78)	MARK3 CTAK1 EMK2	Homo sapiens (Human)	753	MARK3	2.7.11.1
P27487	reviewed	DPP4_HUMAN	Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	DPP4 ADCP2 CD26	Homo sapiens (Human)	766	DPP4	3.4.14.5
P27544	reviewed	CERS1_HUMAN	Ceramide synthase 1 (CerS1) (LAG1 longevity assurance homolog 1) (Longevity assurance gene 1 protein homolog 1) (Protein UOG-1) (Sphingoid base N-stearoyltransferase CERS1) (EC 2.3.1.299)	CERS1 LAG1 LASS1 UOG1	Homo sapiens (Human)	350	CERS1	2.3.1.299
P27695	reviewed	APEX1_HUMAN	DNA repair nuclease/redox regulator APEX1 (EC 3.1.11.2) (EC 3.1.21.-) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (DNA-(apurinic or apyrimidinic site) endonuclease) (Redox factor-1) (REF-1) [Cleaved into: DNA repair nuclease/redox regulator APEX1, mitochondrial]	APEX1 APE APE1 APEX APX HAP1 REF1	Homo sapiens (Human)	318	APEX1	3.1.11.2; 3.1.21.-
P27707	reviewed	DCK_HUMAN	Deoxycytidine kinase (dCK) (EC 2.7.1.74) (Deoxyadenosine kinase) (EC 2.7.1.76) (Deoxyguanosine kinase) (EC 2.7.1.113)	DCK	Homo sapiens (Human)	260	DCK	2.7.1.113; 2.7.1.74; 2.7.1.76
P27708	reviewed	PYR1_HUMAN	Multifunctional protein CAD (Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase) [Includes: Glutamine-dependent carbamoyl phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	CAD	Homo sapiens (Human)	2225	CAD	2.1.3.2; 3.5.1.2; 3.5.2.3; 6.3.4.16; 6.3.5.5
P27815	reviewed	PDE4A_HUMAN	3',5'-cyclic-AMP phosphodiesterase 4A (EC 3.1.4.53) (DPDE2) (PDE46) (cAMP-specific phosphodiesterase 4A)	PDE4A DPDE2	Homo sapiens (Human)	886	PDE4A	3.1.4.53
P27987	reviewed	IP3KB_HUMAN	Inositol-trisphosphate 3-kinase B (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase B) (IP3 3-kinase B) (IP3K B) (InsP 3-kinase B)	ITPKB	Homo sapiens (Human)	946	ITPKB	2.7.1.127
P28039	reviewed	AOAH_HUMAN	Acyloxyacyl hydrolase (EC 3.1.1.77) [Cleaved into: Acyloxyacyl hydrolase small subunit; Acyloxyacyl hydrolase large subunit]	AOAH	Homo sapiens (Human)	575	AOAH	3.1.1.77
P28062	reviewed	PSB8_HUMAN	Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein)	PSMB8 LMP7 PSMB5i RING10 Y2	Homo sapiens (Human)	276	PSMB8	3.4.25.1
P28065	reviewed	PSB9_HUMAN	Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)	PSMB9 LMP2 PSMB6i RING12	Homo sapiens (Human)	219	PSMB9	3.4.25.1
P28072	reviewed	PSB6_HUMAN	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y) (Proteasome subunit beta-1) (beta-1)	PSMB6 LMPY Y	Homo sapiens (Human)	239	PSMB6	3.4.25.1
P28074	reviewed	PSB5_HUMAN	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X) (Proteasome subunit beta-5) (beta-5)	PSMB5 LMPX MB1 X	Homo sapiens (Human)	263	PSMB5	3.4.25.1
P28161	reviewed	GSTM2_HUMAN	Glutathione S-transferase Mu 2 (EC 2.5.1.18) (GST class-mu 2) (GSTM2-2)	GSTM2 GST4	Homo sapiens (Human)	218	GSTM2	2.5.1.18
P28288	reviewed	ABCD3_HUMAN	ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70)	ABCD3 PMP70 PXMP1	Homo sapiens (Human)	659	ABCD3	3.1.2.-; 7.6.2.-
P28300	reviewed	LYOX_HUMAN	Protein-lysine 6-oxidase (EC 1.4.3.13) (Lysyl oxidase) [Cleaved into: Protein-lysine 6-oxidase, long form; Protein-lysine 6-oxidase, short form]	LOX	Homo sapiens (Human)	417	LOX	1.4.3.13
P28328	reviewed	PEX2_HUMAN	Peroxisome biogenesis factor 2 (EC 2.3.2.27) (EC 2.3.2.36) (35 kDa peroxisomal membrane protein) (Peroxin-2) (Peroxisomal membrane protein 3) (Peroxisome assembly factor 1) (PAF-1) (RING finger protein 72)	PEX2 PAF1 PMP3 PMP35 PXMP3 RNF72	Homo sapiens (Human)	305	PEX2	2.3.2.27; 2.3.2.36
P28329	reviewed	CLAT_HUMAN	Choline O-acetyltransferase (CHOACTase) (ChAT) (Choline acetylase) (EC 2.3.1.6)	CHAT	Homo sapiens (Human)	748	CHAT	2.3.1.6
P28330	reviewed	ACADL_HUMAN	Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)	ACADL	Homo sapiens (Human)	430	ACADL	1.3.8.8
P28331	reviewed	NDUS1_HUMAN	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)	NDUFS1	Homo sapiens (Human)	727	NDUFS1	7.1.1.2
P28332	reviewed	ADH6_HUMAN	Alcohol dehydrogenase 6 (EC 1.1.1.1)	ADH6	Homo sapiens (Human)	368	ADH6	1.1.1.1
P28340	reviewed	DPOD1_HUMAN	DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase subunit delta p125)	POLD1 POLD	Homo sapiens (Human)	1107	POLD1	2.7.7.7; 3.1.11.-
P28370	reviewed	SMCA1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1 (SMARCA1) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A1) (EC 3.6.4.-) (Global transcription activator SNF2L1) (Nucleosome-remodeling factor subunit SNF2L) (SNF2L) (SNF2 related chromatin remodeling ATPase 1)	SMARCA1 SNF2L SNF2L1	Homo sapiens (Human)	1042	SMARCA1	3.6.4.-
P28482	reviewed	MK01_HUMAN	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	MAPK1 ERK2 PRKM1 PRKM2	Homo sapiens (Human)	360	MAPK1	2.7.11.24
P28562	reviewed	DUS1_HUMAN	Dual specificity protein phosphatase 1 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH1) (Mitogen-activated protein kinase phosphatase 1) (MAP kinase phosphatase 1) (MKP-1) (Protein-tyrosine phosphatase CL100)	DUSP1 CL100 MKP1 PTPN10 VH1	Homo sapiens (Human)	367	DUSP1	3.1.3.16; 3.1.3.48
P28715	reviewed	ERCC5_HUMAN	DNA excision repair protein ERCC-5 (EC 3.1.-.-) (DNA repair protein complementing XP-G cells) (XPG) (Xeroderma pigmentosum group G-complementing protein)	ERCC5 ERCM2 XPG XPGC	Homo sapiens (Human)	1186	ERCC5	3.1.-.-
P28827	reviewed	PTPRM_HUMAN	Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48)	PTPRM PTPRL1	Homo sapiens (Human)	1452	PTPRM	3.1.3.48
P28838	reviewed	AMPL_HUMAN	Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)	LAP3 LAPEP PEPS	Homo sapiens (Human)	519	LAP3	3.4.11.1; 3.4.11.5; 3.4.13.23
P28845	reviewed	DHI1_HUMAN	11-beta-hydroxysteroid dehydrogenase 1 (11-DH) (11-beta-HSD1) (EC 1.1.1.146) (7-oxosteroid reductase) (EC 1.1.1.201) (Corticosteroid 11-beta-dehydrogenase isozyme 1) (Short chain dehydrogenase/reductase family 26C member 1)	HSD11B1 HSD11 HSD11L SDR26C1	Homo sapiens (Human)	292	HSD11B1	1.1.1.146; 1.1.1.201
P28907	reviewed	CD38_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.-) (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPR hydrolase 1) (T10) (CD antigen CD38)	CD38	Homo sapiens (Human)	300	CD38	2.4.99.20; 3.2.2.-; 3.2.2.6
P29074	reviewed	PTN4_HUMAN	Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1)	PTPN4	Homo sapiens (Human)	926	PTPN4	3.1.3.48
P29120	reviewed	NEC1_HUMAN	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)	PCSK1 NEC1	Homo sapiens (Human)	753	PCSK1	3.4.21.93
P29122	reviewed	PCSK6_HUMAN	Proprotein convertase subtilisin/kexin type 6 (EC 3.4.21.-) (Paired basic amino acid cleaving enzyme 4) (Subtilisin-like proprotein convertase 4) (SPC4) (Subtilisin/kexin-like protease PACE4)	PCSK6 PACE4	Homo sapiens (Human)	969	PCSK6	3.4.21.-
P29144	reviewed	TPP2_HUMAN	Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II)	TPP2	Homo sapiens (Human)	1249	TPP2	3.4.14.10
P29218	reviewed	IMPA1_HUMAN	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)	IMPA1 IMPA	Homo sapiens (Human)	277	IMPA1	3.1.3.25; 3.1.3.94
P29317	reviewed	EPHA2_HUMAN	Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK)	EPHA2 ECK	Homo sapiens (Human)	976	EPHA2	2.7.10.1
P29320	reviewed	EPHA3_HUMAN	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1)	EPHA3 ETK ETK1 HEK TYRO4	Homo sapiens (Human)	983	EPHA3	2.7.10.1
P29322	reviewed	EPHA8_HUMAN	Ephrin type-A receptor 8 (EC 2.7.10.1) (EPH- and ELK-related kinase) (EPH-like kinase 3) (EK3) (hEK3) (Tyrosine-protein kinase receptor EEK)	EPHA8 EEK HEK3 KIAA1459	Homo sapiens (Human)	1005	EPHA8	2.7.10.1
P29323	reviewed	EPHB2_HUMAN	Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2]	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5	Homo sapiens (Human)	1055	EPHB2	2.7.10.1
P29350	reviewed	PTN6_HUMAN	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1)	PTPN6 HCP PTP1C	Homo sapiens (Human)	595	PTPN6	3.1.3.48
P29372	reviewed	3MG_HUMAN	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-alkyladenine DNA glycosylase) (3-methyladenine DNA glycosidase) (ADPG) (N-methylpurine-DNA glycosylase)	MPG AAG ANPG MID1	Homo sapiens (Human)	298	MPG	3.2.2.21
P29375	reviewed	KDM5A_HUMAN	Lysine-specific demethylase 5A (EC 1.14.11.67) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A)	KDM5A JARID1A RBBP2 RBP2	Homo sapiens (Human)	1690	KDM5A	1.14.11.67
P29376	reviewed	LTK_HUMAN	Leukocyte tyrosine kinase receptor (EC 2.7.10.1) (Protein tyrosine kinase 1)	LTK TYK1	Homo sapiens (Human)	864	LTK	2.7.10.1
P29401	reviewed	TKT_HUMAN	Transketolase (TK) (EC 2.2.1.1)	TKT	Homo sapiens (Human)	623	TKT	2.2.1.1
P29466	reviewed	CASP1_HUMAN	Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]	CASP1 IL1BC IL1BCE	Homo sapiens (Human)	404	CASP1	3.4.22.36
P29474	reviewed	NOS3_HUMAN	Nitric oxide synthase 3 (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (NOS type III) (NOSIII) (Nitric oxide synthase, endothelial) (Endothelial NOS) (eNOS)	NOS3	Homo sapiens (Human)	1203	NOS3	1.14.13.39
P29475	reviewed	NOS1_HUMAN	Nitric oxide synthase 1 (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Nitric oxide synthase, brain) (bNOS) (Peptidyl-cysteine S-nitrosylase NOS1)	NOS1	Homo sapiens (Human)	1434	NOS1	1.14.13.39
P29590	reviewed	PML_HUMAN	Protein PML (E3 SUMO-protein ligase PML) (EC 2.3.2.-) (Promyelocytic leukemia protein) (RING finger protein 71) (RING-type E3 SUMO transferase PML) (Tripartite motif-containing protein 19) (TRIM19)	PML MYL PP8675 RNF71 TRIM19	Homo sapiens (Human)	882	PML	2.3.2.-
P29597	reviewed	TYK2_HUMAN	Non-receptor tyrosine-protein kinase TYK2 (EC 2.7.10.2)	TYK2	Homo sapiens (Human)	1187	TYK2	2.7.10.2
P29728	reviewed	OAS2_HUMAN	2'-5'-oligoadenylate synthase 2 ((2-5')oligo(A) synthase 2) (2-5A synthase 2) (EC 2.7.7.84) (p69 OAS / p71 OAS) (p69OAS / p71OAS)	OAS2	Homo sapiens (Human)	719	OAS2	2.7.7.84
P29803	reviewed	ODPAT_HUMAN	Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial (EC 1.2.4.1) (PDHE1-A type II)	PDHA2 PDHAL	Homo sapiens (Human)	388	PDHA2	1.2.4.1
P29992	reviewed	GNA11_HUMAN	Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11) (EC 3.6.5.-) (Guanine nucleotide-binding protein G(y) subunit alpha)	GNA11 GA11	Homo sapiens (Human)	359	GNA11	3.6.5.-
